os/board/bk7239n/src/components/tfm_mbedtls/mbedtls/programs/test/benchmark.c	441	signal( signum, sighandler );
os/board/bk7239n/src/components/tfm_mbedtls/mbedtls/programs/test/benchmark.c	447	signal( SIGALRM, sighandler );
os/board/bk7239n/src/components/wpa_supplicant-2.10/hostapd/hlr_auc_gw.c	1081	signal(SIGTERM, handle_term);
os/board/bk7239n/src/components/wpa_supplicant-2.10/hostapd/hlr_auc_gw.c	1082	signal(SIGINT, handle_term);
os/board/rtl8720e/src/component/network/iperf3/iperf_api.c	3639	signal(SIGINT, handler);
os/board/rtl8720e/src/component/network/iperf3/iperf_api.c	3640	signal(SIGTERM, handler);
os/board/rtl8720e/src/component/network/iperf3/iperf_api.c	3641	signal(SIGHUP, handler);
os/drivers/task_manager/task_manager_drv.c	85	sa_handler = (_sa_handler_t)usr_pause_handler;
os/drivers/task_manager/task_manager_drv.c	87	sig_sethandler(tcb, SIGTM_PAUSE, &act);
os/include/signal.h	341	sa_sigaction = (f)->sa_sigaction;
os/include/signal.h	570	sigset(int sig, CODE void (*func)(int sig)))(int sig);
os/include/signal.h	577	signal(int sig, CODE void (*func)(int sig)))(int sig);
os/include/signal.h	602	sigaction(int sig, FAR const struct sigaction *act, FAR struct sigaction *oact);
os/include/tinyara/signal.h	56	sig_sethandler(struct tcb_s *tcb, int signo, struct sigaction *act);
os/kernel/signal/sig_action.c	183	sigaction(int signo, FAR const struct sigaction *act, FAR struct sigaction *oact) { FAR struct tcb_s *rtcb = this_task();
os/kernel/signal/sig_action.c	218	sa_handler = NULL;
os/kernel/signal/sig_action.c	265	sa_handler == SIG_IGN) { if (sigact) { sq_rem((FAR sq_entry_t *)sigact, &rtcb->sigactionq);
os/kernel/signal/sig_sethandler.c	56	sig_sethandler(struct tcb_s *tcb, int signo, struct sigaction *act) { sigactq_t *sigact;
os/kernel/task/task_activate.c	123	sa_sigaction = (_sa_sigaction_t)thread_termination_handler;
os/kernel/task/task_activate.c	127	sig_sethandler(tcb, SIGKILL, &act);
os/syscall/proxies/PROXY_sigaction.c	7	sigaction(int parm1, FAR const struct sigaction* parm2, FAR struct sigaction* parm3) { return (int)sys_call3((unsigned int)SYS_sigaction, (uintptr_t)parm1, (uintptr_t)parm2, (uintptr_t)parm3);
os/syscall/stubs/STUB_sigaction.c	12	sigaction((int)parm1, (FAR const struct sigaction*)parm2, (FAR struct sigaction*)parm3);
